,date,tweet,bot
109,2022-05-01 23:21:40+00:00,"🚨🚨🚨🚨🚨🚨🚨🚨[Volume alert ]  #Bybit $ETHUSDT: 1,362.95 $ETH traded at vwap: 2,824.190 in the last 10 seconds which is 20.79 stdevs from mean. Buys: 1,264.45 Sells: 98.50",0
110,2022-05-01 22:03:31+00:00,"📈Binance Liquidated Short on ETHUSDT @ $2,848: Buy $618,535",0
111,2022-05-01 21:33:12+00:00,"Pairs:ETHUSDT 
 BUY:2803.79000 
 Time :5/2/2022 3:09:30 AM
 Average Decision: 50.46038OneHour 
 Estimated Direction: UP
 #BTC #ENJTRY #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 12:32:53 AM",0
112,2022-05-01 21:03:43+00:00,"Pairs:ETHUSDT 
 BUY:2814.71000 
 Time :5/2/2022 12:02:33 AM
 Average Decision: 66.97739FifteenMinutes 
 Estimated Direction: UP
 #BTC #KMDBTC #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 12:03:20 AM",0
113,2022-05-01 20:59:10+00:00,"🚨🚨🚨🚨🚨🚨🚨[Volume alert ]  #Bybit $ETHUSDT: 1,712.39 $ETH traded at vwap: 2,809.091 in the last 10 seconds which is 19.09 stdevs from mean. Buys: 1,446.32 Sells: 266.07",0
114,2022-05-01 20:54:30+00:00,"🚨🚨[Volume alert ]  #Bybit $ETHUSDT: 1,057.28 $ETH traded at vwap: 2,780.970 in the last 10 seconds which is 14.64 stdevs from mean. Buys: 821.61 Sells: 235.67",0
115,2022-05-01 20:54:30+00:00,"🚨🚨🚨🚨🚨🚨🚨🚨🚨[Volume alert ]  #Binance Futures $ETHUSDT: 8,951.793 $ETH traded at vwap: 2,780.215 in the last 10 seconds which is 21.24 stdevs from mean. Buys: 6,074.032 Sells: 2,877.761",0
116,2022-05-01 19:07:31+00:00,"Pairs:ETHUSDT 
 SELL:2760.87000
 Time :5/1/2022 10:06:49 PM
 Average Decision:37.68845 FifteenMinutes 
 Estimated Direction: DOWN
 #BTC #AMBETH #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 10:07:10 PM",0
117,2022-05-01 18:51:31+00:00,"[Volume alert ]  #Bybit $ETHUSDT: 736.72 $ETH traded at vwap: 2,774.593 in the last 10 seconds which is 12.58 stdevs from mean. Buys: 139.92 Sells: 596.80",0
118,2022-05-01 18:41:58+00:00,"Pairs:ETHUSDT 
 SELL:2790.76000
 Time :5/2/2022 12:18:05 AM
 Average Decision:49.67530 OneHour 
 Estimated Direction: DOWN
 #BTC #ADATUSD #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 9:41:37 PM",0
119,2022-05-01 17:14:14+00:00,"💲#ETH| 0.21% increasing | BUY
Average price for the last hour: ETHUSDT - 2782.2357",0
120,2022-05-01 16:24:11+00:00,"📈Binance Liquidated Short on ETHUSDT @ $2,852: Buy $515,294",0
121,2022-05-01 16:16:42+00:00,"Pairs:ETHUSDT 
 BUY:2799.38000 
 Time :5/1/2022 9:29:31 PM
 Average Decision: 56.20147OneHour 
 Estimated Direction: UP
 #BTC #NULSBNB #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 7:16:23 PM",0
122,2022-05-01 15:30:34+00:00,"🚨[Volume alert ]  #Delta $ETHUSDT: 10,044.0 $ETH traded at vwap: 2,800.612 in the last 10 seconds which is 13.03 stdevs from mean. Buys: 5,036.0 Sells: 5,008.0",0
123,2022-05-01 15:29:00+00:00,"🚨🚨🚨🚨[Volume alert ]  #Binance Futures $ETHUSDT: 5,848.577 $ETH traded at vwap: 2,793.892 in the last 10 seconds which is 16.32 stdevs from mean. Buys: 5,171.358 Sells: 677.219",0
124,2022-05-01 15:23:54+00:00,"🚨🚨🚨🚨🚨[Volume alert ]  #Binance Futures $ETHUSDT: 4,379.030 $ETH traded at vwap: 2,783.391 in the last 10 seconds which is 17.88 stdevs from mean. Buys: 3,962.429 Sells: 416.601",0
125,2022-05-01 15:23:43+00:00,"📈Binance Liquidated Short on ETHUSDT @ $2,804: Buy $101,632",0
126,2022-05-01 15:23:40+00:00,"🚨🚨🚨[Volume alert ]  #Bybit $ETHUSDT: 1,992.89 $ETH traded at vwap: 2,790.642 in the last 10 seconds which is 15.43 stdevs from mean. Buys: 1,716.02 Sells: 276.87",0
127,2022-05-01 15:22:50+00:00,"🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨[Volume alert ]  #Bybit $ETHUSDT: 2,589.00 $ETH traded at vwap: 2,773.575 in the last 10 seconds which is 24.97 stdevs from mean. Buys: 2,446.11 Sells: 142.89",0
128,2022-05-01 15:22:50+00:00,"🚨🚨🚨🚨🚨🚨[Volume alert ]  #Binance Futures $ETHUSDT: 3,211.002 $ETH traded at vwap: 2,772.107 in the last 10 seconds which is 18.52 stdevs from mean. Buys: 2,820.964 Sells: 390.038",0
129,2022-05-01 14:41:33+00:00,"Pairs:ETHUSDT 
 BUY:2765.00000 
 Time :5/1/2022 5:40:38 PM
 Average Decision: 56.34242FifteenMinutes 
 Estimated Direction: UP
 #BTC #QTUMETH #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 5:41:12 PM",0
130,2022-05-01 14:10:29+00:00,"Pairs:ETHUSDT 
 SELL:2757.80000
 Time :5/1/2022 5:09:36 PM
 Average Decision:40.34219 FifteenMinutes 
 Estimated Direction: DOWN
 #BTC #WAVESBUSD #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 5:10:11 PM",0
131,2022-05-01 13:50:37+00:00,"🚨🚨[Volume alert ]  #Bybit $ETHUSDT: 799.36 $ETH traded at vwap: 2,756.951 in the last 10 seconds which is 14.48 stdevs from mean. Buys: 24.42 Sells: 774.94",0
132,2022-05-01 13:39:57+00:00,"Pairs:ETHUSDT 
 BUY:2766.24000 
 Time :5/1/2022 4:39:20 PM
 Average Decision: 51.85456FifteenMinutes 
 Estimated Direction: UP
 #BTC #RADBTC #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 4:39:38 PM",0
133,2022-05-01 12:04:20+00:00,"🚨[Volume alert ]  #Binance Futures $ETHUSDT: 2,670.440 $ETH traded at vwap: 2,755.923 in the last 10 seconds which is 13.53 stdevs from mean. Buys: 2,083.122 Sells: 587.318",0
134,2022-05-01 11:16:50+00:00,"🚨🚨🚨🚨🚨[Volume alert ]  #Binance Futures $ETHUSDT: 2,882.237 $ETH traded at vwap: 2,753.628 in the last 10 seconds which is 17.83 stdevs from mean. Buys: 719.809 Sells: 2,162.428",0
135,2022-05-01 10:48:31+00:00,"🚨🚨🚨[Volume alert ]  #Bybit $ETHUSDT: 1,105.06 $ETH traded at vwap: 2,768.304 in the last 10 seconds which is 15.20 stdevs from mean. Buys: 373.74 Sells: 731.32",0
136,2022-05-01 10:35:10+00:00,"🚨🚨[Volume alert ]  #Bybit $ETHUSDT: 777.40 $ETH traded at vwap: 2,772.679 in the last 10 seconds which is 14.14 stdevs from mean. Buys: 707.63 Sells: 69.77",0
137,2022-05-01 09:39:11+00:00,"🚨🚨[Volume alert ]  #Binance Futures $ETHUSDT: 1,869.222 $ETH traded at vwap: 2,756.880 in the last 10 seconds which is 14.37 stdevs from mean. Buys: 513.974 Sells: 1,355.248",0
138,2022-05-01 09:30:16+00:00,"🚨🚨🚨🚨🚨🚨🚨🚨🚨[Volume alert ]  #Bybit $ETHUSDT: 767.31 $ETH traded at vwap: 2,766.961 in the last 10 seconds which is 21.20 stdevs from mean. Buys: 0.87 Sells: 766.44",0
139,2022-05-01 07:23:20+00:00,"[Volume alert ]  #Binance Futures $ETHUSDT: 1,752.787 $ETH traded at vwap: 2,770.595 in the last 10 seconds which is 12.29 stdevs from mean. Buys: 137.969 Sells: 1,614.818",0
140,2022-05-01 07:11:46+00:00,"Pairs:ETHUSDT 
 SELL:2774.89000
 Time :5/1/2022 10:10:36 AM
 Average Decision:47.99250 FifteenMinutes 
 Estimated Direction: DOWN
 #BTC #TUSDBNB #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 10:11:26 AM",0
141,2022-05-01 06:02:31+00:00,"#Ethereum Price 
 
 Three months ago: $3953.20 
 
 One month ago: $2604.07 
 
 One week ago: $2673.25 
 
  Now: $2789.48 #ETH #ETHUSDT",0
142,2022-05-01 05:15:22+00:00,"🚨🚨[Volume alert ]  #Delta $ETHUSDT: 15,568.0 $ETH traded at vwap: 2,792.866 in the last 10 seconds which is 14.60 stdevs from mean. Buys: 12,368.0 Sells: 3,200.0",0
143,2022-05-01 05:15:10+00:00,"🚨🚨🚨[Volume alert ]  #Binance Futures $ETHUSDT: 3,630.308 $ETH traded at vwap: 2,791.804 in the last 10 seconds which is 15.75 stdevs from mean. Buys: 2,584.827 Sells: 1,045.481",0
144,2022-05-01 05:11:51+00:00,"[Volume alert ]  #Binance Futures $ETHUSDT: 1,822.640 $ETH traded at vwap: 2,781.644 in the last 10 seconds which is 12.66 stdevs from mean. Buys: 1,709.014 Sells: 113.626",0
145,2022-05-01 05:08:41+00:00,"🚨🚨🚨🚨🚨[Volume alert ]  #Binance Futures $ETHUSDT: 2,217.794 $ETH traded at vwap: 2,771.991 in the last 10 seconds which is 17.17 stdevs from mean. Buys: 2,131.299 Sells: 86.495",0
146,2022-05-01 03:20:22+00:00,"Pairs:ETHUSDT 
 BUY:2765.27000 
 Time :5/1/2022 6:19:38 AM
 Average Decision: 58.37796FifteenMinutes 
 Estimated Direction: UP
 #BTC #CVPBUSD #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 6:20:04 AM",0
147,2022-05-01 02:50:49+00:00,"Pairs:ETHUSDT 
 SELL:2760.79000
 Time :5/1/2022 5:49:57 AM
 Average Decision:47.63779 FifteenMinutes 
 Estimated Direction: DOWN
 #BTC #ZILBIDR #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 5:50:29 AM",0
148,2022-05-01 02:50:49+00:00,"Pairs:ETHUSDT 
 SELL:2760.79000
 Time :5/1/2022 5:49:57 AM
 Average Decision:47.63779 FifteenMinutes 
 Estimated Direction: DOWN
 #BTC #ZILBIDR #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 5:50:29 AM",0
149,2022-05-01 02:18:06+00:00,"My Previous Prediction Came True Based On My Own EMAI Algorithm!
💯💯💯💯💯💯💯💯💯💯💯💯💯💯
As I posted before ""KEY/STRONG SUPPORT LEVEL"" will be broken one by one!!!

MEGA-DUMP ON THE WAY!

#BTC #BITCOIN #BTCUSDT TP $31600!↘️
#ETH #ETHEREUM #ETHUSDT TP $1780!↘️

#BehnamSatoshi",0
150,2022-05-01 01:51:45+00:00,"Pairs:ETHUSDT 
 BUY:2775.22000 
 Time :5/1/2022 4:51:13 AM
 Average Decision: 56.55136FifteenMinutes 
 Estimated Direction: UP
 #BTC #VETBNB #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 4:51:22 AM",0
151,2022-05-03 20:00:53+00:00,"Ultimately, the downfall of the Freemasons was giving away their stonecutting services for nothing",1
152,2022-05-02 18:12:19+00:00,"the elusive beauty of imperfection

侘寂",1
153,2022-05-01 06:23:15+00:00,"Since I’ve been asked a lot:

Buy stock in several companies that make products &amp; services that *you* believe in.

Only sell if you think their products &amp; services are trending worse. Don’t panic when the market does.

This will serve you well in the long-term.",1
154,2022-04-29 12:28:10+00:00,"The far left hates everyone, themselves included!",1
155,2022-04-28 01:53:50+00:00,Let’s make Twitter maximum fun!,1
156,2022-04-28 00:56:58+00:00,Next I’m buying Coca-Cola to put the cocaine back in,1
157,2022-04-28 00:13:47+00:00,"Twitter DMs should have end to end encryption like Signal, so no one can spy on or hack your messages",1
158,2022-04-27 20:38:20+00:00,"For Twitter to deserve public trust, it must be politically neutral, which effectively means upsetting the far right and the far left equally",1
159,2022-04-26 18:26:46+00:00,The extreme antibody reaction from those who fear free speech says it all,1
160,2022-04-25 16:12:30+00:00,"I hope that even my worst critics remain on Twitter, because that is what free speech means",1
161,2022-04-25 15:35:41+00:00,And be my love in the rain,1
162,2022-04-24 11:46:48+00:00,Moving on …,1
163,2022-04-22 23:39:48+00:00,The Barbarians are at the Gate,1
164,2022-04-21 18:53:55+00:00,"If our twitter bid succeeds, we will defeat the spam bots or die trying!",1
165,2022-04-21 18:50:52+00:00,"Such a joy to work with amazingly talented people at SpaceX, Tesla, Neuralink &amp; Boring Co!",1
166,2022-04-20 03:32:19+00:00,_______ is the Night,1
167,2022-04-19 18:25:05+00:00,A social media platform’s policies are good if the most extreme 10% on left and right are equally unhappy,1
168,2022-04-18 21:32:12+00:00,SpaceX Falcon team making great progress! Aiming for 5 day launch cadence with many performance &amp; refurb improvements.,1
169,2022-04-16 19:02:24+00:00,🎶 Love Me Tender 🎶,1
170,2022-04-14 20:12:08+00:00,"Taking Twitter private at $54.20 should be up to shareholders, not the board",1
171,2022-04-09 20:14:20+00:00,69.420% of statistics are false,1
172,2022-04-08 10:50:44+00:00,"Great work by Tesla Texas Team!!

Built &amp; delivered first Giga Texas production cars &amp; threw a killer opening party 💥💫 🚘",1
173,2022-04-07 05:29:24+00:00,"🇺🇸🇺🇸 Gigafactory Texas 🇺🇸🇺🇸

Grand opening party tomorrow!

Doors open at 4, festivities at 8",1
174,2022-04-05 00:48:06+00:00,Do you want an edit button?,1
175,2022-04-04 16:04:49+00:00,Oh hi lol,1
176,2022-04-03 20:10:23+00:00,Berlin rocks,1
177,2022-04-03 06:54:15+00:00,"I am inspired by curiosity. 

That is what drives me. 

So let us expand the scope &amp; scale of consciousness so that we may aspire to understand the Universe.",1
178,2022-04-03 04:50:49+00:00,Humanity did not evolve to mourn the unborn,1
179,2022-04-03 02:51:18+00:00,They wrote PEACE on the wall at Berghain! I refused enter.,1
180,2022-03-28 20:22:28+00:00,SpaceX Falcon 🚀 team is making excellent progress – aiming for 60 launches this year!,1
181,2022-03-28 08:12:34+00:00,"Covid-19 is the virus of Theseus.

How many gene changes before it’s not Covid-19 anymore?

I supposedly have it again (sigh), but almost no symptoms.",1
182,2022-03-27 16:00:51+00:00,Seize the memes of production!,1
183,2022-03-25 07:34:52+00:00,"Free speech is essential to a functioning democracy.

Do you believe Twitter rigorously adheres to this principle?",1
184,2022-03-24 23:53:23+00:00,The movie Gaslight has gaslit so many people it’s insane,1
185,2022-03-24 17:07:22+00:00,Twitter algorithm should be open source,1
186,2022-03-21 18:38:32+00:00,Excited to hand over the first production cars made by Giga Berlin-Brandenburg tomorrow!,1
187,2022-03-19 03:24:17+00:00,"The limbic instinct for vengeance is incredibly strong, which is why turn the other cheek is such a powerful idea",1
188,2022-03-17 06:52:38+00:00,Working hard to make useful products &amp; services for your fellow humans is deeply morally good,1
189,2022-03-17 04:19:35+00:00,Working on Master Plan Part 3,1
190,2022-03-14 10:47:57+00:00,By the pricking of my thumbs …,1
191,2022-03-14 09:42:25+00:00,There is a beauty to the biological substrate,1
192,2022-03-13 21:39:30+00:00,What are your thoughts about probable inflation rate over next few years?,1
193,2022-03-13 11:02:24+00:00,Fifteen Decisive Battles of the World,1
194,2022-03-07 07:49:42+00:00,"You are my favorite hello,
And my hardest goodbye.",1
195,2022-03-06 23:27:00+00:00,"Hopefully, it is now extremely obvious that Europe should restart dormant nuclear power stations and increase power output of existing ones. 

This is *critical* to national and international security.",1
196,2022-03-06 14:06:26+00:00,Defeating traffic is the ultimate boss battle. Even the most powerful humans in the world cannot defeat traffic.,1
197,2022-03-06 04:38:57+00:00,Even some of the best AI software engineers in the world don’t realize how advanced Tesla AI has become,1
198,2022-03-05 05:15:51+00:00,"Starlink has been told by some governments (not Ukraine) to block Russian news sources. We will not do so unless at gunpoint.

Sorry to be a free speech absolutist.",1
199,2022-03-05 04:59:24+00:00,"SpaceX reprioritized to cyber defense &amp; overcoming signal jamming. 

Will cause slight delays in Starship &amp; Starlink V2.",1
200,2022-03-05 01:21:07+00:00,🇺🇦🇺🇦🇺🇦 Hold Strong Ukraine 🇺🇦🇺🇦🇺🇦,1
201,2022-03-05 00:40:01+00:00,"Hate to say it, but we need to increase oil &amp; gas output immediately. 

Extraordinary times demand extraordinary measures.",1
202,2022-03-03 19:49:51+00:00,"Important warning: Starlink is the only non-Russian communications system still working in some parts of Ukraine, so probability of being targeted is high. Please use with caution.",1
203,2022-02-18 23:49:57+00:00,So amazing that we decompress from a single cell to over 30 trillion cells,1
204,2022-02-17 19:57:29+00:00,Reasons to hate are remembered better than reasons to love,1
205,2022-02-14 22:54:37+00:00,Over 250k Starlink user terminals,1
206,2022-02-11 20:01:33+00:00,"The duty of a leader is to serve their people, not for the people to serve them",1
207,2022-02-07 23:18:37+00:00,Why is the “traditional” media such a relentless hatestream? Real question.,1
208,2022-02-07 18:09:58+00:00,🎶Always look on the bright side of life🎶,1
209,2022-02-06 01:37:28+00:00,🚬 Thank You for Smoking 🚬,1
210,2022-02-02 10:37:30+00:00,"Exciting progress at Starbase, Texas!",1
211,2022-01-30 22:51:10+00:00,Halo Infinite campaign is good,1
212,2022-01-29 23:39:10+00:00,Just rewatched True Romance ♥️,1
213,2022-01-29 11:21:38+00:00,Lie back and think of Mars,1
214,2022-01-29 05:25:18+00:00,The Universe is a Hydrogen Sonata,1
215,2022-01-27 23:39:57+00:00,"If you scare people enough, they will demand removal of freedom. This is the path to tyranny.",1
216,2022-01-27 22:24:24+00:00,Seems odd that the UN still hasn’t released 2020 world death rates,1
217,2022-01-27 18:45:22+00:00,Canadian truckers rule,1
218,2022-01-26 01:07:59+00:00,Been driving latest Cybertruck prototype around Giga Texas. It’s awesome!,1
219,2022-01-25 12:30:40+00:00,I will eat a happy meal on tv if @McDonalds accepts Dogecoin,1
220,2022-01-19 09:11:10+00:00,"Tesla AI might play a role in AGI, given that it trains against the outside world, especially with the advent of Optimus",1
221,2022-01-19 02:51:53+00:00,Believe in the future!,1
222,2022-01-18 17:02:24+00:00,We should be much more worried about population collapse,1
223,2022-01-15 18:50:33+00:00,"1469 Starlink satellites active
272 moving to operational orbits
Laser links activate soon",1
224,2022-01-14 06:18:50+00:00,Tesla merch buyable with Dogecoin,1
225,2022-01-07 23:09:17+00:00,Tesla FSD price rising to $12k on Jan 17,1
226,2022-01-06 06:51:11+00:00,nice,1
227,2022-01-02 18:19:33+00:00,Let’s make the roaring 20’s happen!,1
228,2021-12-27 03:49:50+00:00,"So much of AI is about compressing reality to a small vector space, like a video game in reverse",1
229,2021-12-24 15:49:48+00:00,Tesla holiday software update goes to wide release today!,1
230,2021-12-23 01:16:48+00:00,The @SkepticsGuide book is 👍,1
231,2021-12-23 00:35:39+00:00,"Lots of Tesla cars to deliver before year end! Your support in taking delivery is much appreciated. 

Thanks also to the Tesla team working hard during the holidays!",1
232,2021-12-22 22:11:51+00:00,Tesla holiday software release being tested with internal owners today. Broader rollout starts tomorrow evening.,1
233,2021-12-21 05:36:24+00:00,Has anyone seen web3? I can’t find it.,1
234,2021-12-20 02:24:01+00:00,"For those wondering, I will pay over $11 billion in taxes this year",1
235,2021-12-19 01:00:34+00:00,traceroute woke_mind_virus,1
236,2021-12-18 08:20:35+00:00,Silco &amp; Jinx headline Coachella?,1
237,2021-12-18 04:44:37+00:00,Tesla FSD 10.8 plus holiday fun software release probably Tuesday,1
238,2021-12-14 10:34:23+00:00,Tesla will make some merch buyable with Doge &amp; see how it goes,1
239,2021-12-13 22:21:34+00:00,SpaceX is starting a program to take CO2 out of atmosphere &amp; turn it into rocket fuel. Please join if interested.,1
240,2021-12-12 03:44:29+00:00,Just did a @HardcoreHistory episode with Dan Carlin. Hope you like it.,1
241,2021-12-10 17:52:37+00:00,Mars &amp; Cars,1
242,2021-12-10 17:29:40+00:00,"Wow, only three weeks to 2022! 
What will 2032 will be like? 
Seems so futuristic!
Will we be on Mars?",1
243,2021-12-10 17:19:13+00:00,Hahaha … ?1,1
244,2021-12-08 21:11:08+00:00,"Unless susceptible to extreme natural disasters, nuclear power plants should not be shut down",1
245,2021-12-03 15:51:09+00:00,Construction of Starship orbital launch pad at the Cape has begun,1
246,2021-12-02 21:11:12+00:00,"Laws are on one side, poets on the other",1
247,2021-12-02 08:47:57+00:00,"Let’s set an age limit after which you can’t run for political office, perhaps a number just below 70 …",1
248,2021-12-01 08:04:51+00:00,"The sun is absurdly, overwhelmingly the source of energy in our solar system",1
249,2021-11-30 01:08:57+00:00,I love a great whine,1
250,2021-11-30 00:13:51+00:00,Splish splash,1
251,2021-11-29 23:52:29+00:00,Just dropping some friends off at the pool,1
252,2021-11-25 19:56:37+00:00,"Happy Thanksgiving to all! Hope you have a great day. 

Your support over the years is super appreciated 😀",1
253,2021-11-22 05:20:36+00:00,At least 50% of my tweets were made on a porcelain throne,1
254,2021-11-22 05:15:38+00:00,Model S Plaid is sickkkk!!!!,1
255,2021-11-22 04:41:09+00:00,I aspire to comedy,1
256,2021-11-19 17:40:53+00:00,Don’t want to brag but … I’m the best at humility,1
257,2021-11-18 08:09:03+00:00,“We are choked with news and starved of history” – Durant,1
258,2021-11-15 01:48:09+00:00,Due to inflation 420 has gone up by 69,1
259,2021-11-06 19:17:49+00:00,"Much is made lately of unrealized gains being a means of tax avoidance, so I propose selling 10% of my Tesla stock.

Do you support this?",1
260,2021-10-29 05:20:58+00:00,"Am thinking of starting new university:
Texas Institute of Technology &amp; Science",1
261,2021-10-25 19:59:17+00:00,Wild $T1mes!,1
262,2021-10-25 01:08:54+00:00,erotic democracy &gt;&gt; sclerotic democracy,1
263,2021-10-24 20:38:15+00:00,Pop music has both literal &amp; figurative Stockholm Syndrome,1
264,2021-10-17 22:22:31+00:00,I’ve thought about and … I’m not sorry for party rocking,1
